scenario_id,scenario_name,scenario_type,feature_name,file_path,language_area,requires_runtime
clauses-create-Create1-09,[9] Create a single node with two properties,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-10,[10] Create a single node with two properties and return them,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-11,[11] Create a single node with null properties should not return those properties,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-12,[12] CREATE does not lose precision on large integers,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-13,[13] Fail when creating a node that is already bound,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-14,[14] Fail when creating a node with properties that is already bound,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-15,[15] Fail when adding a new label predicate on a node that is already bound 1,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-16,[16] Fail when adding new label predicate on a node that is already bound 2,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-17,[17] Fail when adding new label predicate on a node that is already bound 3,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-18,[18] Fail when adding new label predicate on a node that is already bound 4,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-19,[19] Fail when adding new label predicate on a node that is already bound 5,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create1-20,[20] Fail when creating a node using undefined variable in pattern,Scenario,Create1 - Creating nodes,clauses/create/Create1.feature,clauses.create,False
clauses-create-Create2-01,[1] Create two nodes and a single relationship in a single pattern,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-02,[2] Create two nodes and a single relationship in separate patterns,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-03,[3] Create two nodes and a single relationship in separate clauses,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-04,[4] Create two nodes and a single relationship in the reverse direction,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-05,[5] Create a single relationship between two existing nodes,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-06,[6] Create a single relationship between two existing nodes in the reverse direction,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-07,[7] Create a single node and a single self loop in a single pattern,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-08,[8] Create a single node and a single self loop in separate patterns,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-09,[9] Create a single node and a single self loop in separate clauses,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-10,[10] Create a single self loop on an existing node,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-11,[11] Create a single relationship and an end node on an existing starting node,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-12,[12] Create a single relationship and a starting node on an existing end node,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-13,[13] Create a single relationship with a property,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-14,[14] Create a single relationship with a property and return it,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-15,[15] Create a single relationship with two properties,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-16,[16] Create a single relationship with two properties and return them,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-17,[17] Create a single relationship with null properties should not return those properties,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-18,[18] Fail when creating a relationship without a type,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-19,[19] Fail when creating a relationship without a direction,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-20,[20] Fail when creating a relationship with two directions,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-21,[21] Fail when creating a relationship with more than one type,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-22,[22] Fail when creating a variable-length relationship,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-23,[23] Fail when creating a relationship that is already bound,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create2-24,[24] Fail when creating a relationship using undefined variable in pattern,Scenario,Create2 - Creating relationships,clauses/create/Create2.feature,clauses.create,False
clauses-create-Create3-01,[1] MATCH-CREATE,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-02,[2] WITH-CREATE,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-03,[3] MATCH-CREATE-WITH-CREATE,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-04,[4] MATCH-CREATE: Newly-created nodes not visible to preceding MATCH,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-05,[5] WITH-CREATE: Nodes are not created when aliases are applied to variable names,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-06,[6] WITH-CREATE: Only a single node is created when an alias is applied to a variable name,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-07,[7] WITH-CREATE: Nodes are not created when aliases are applied to variable names multiple times,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-08,[8] WITH-CREATE: Only a single node is created when an alias is applied to a variable name multiple times,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-09,[9] WITH-CREATE: A bound node should be recognized after projection with WITH + WITH,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-10,[10] WITH-UNWIND-CREATE: A bound node should be recognized after projection with WITH + UNWIND,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-11,[11] WITH-MERGE-CREATE: A bound node should be recognized after projection with WITH + MERGE node,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-12,[12] WITH-MERGE-CREATE: A bound node should be recognized after projection with WITH + MERGE pattern,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create3-13,[13] Merge followed by multiple creates,Scenario,Create3 - Interoperation with other clauses,clauses/create/Create3.feature,clauses.create,True
clauses-create-Create4-01,[1] Generate the movie graph,Scenario,Create4 - Large Create Query,clauses/create/Create4.feature,clauses.create,True
clauses-create-Create4-02,[2] Many CREATE clauses,Scenario,Create4 - Large Create Query,clauses/create/Create4.feature,clauses.create,True
clauses-create-Create5-01,[1] Create a pattern with multiple hops,Scenario,Create5 - Multiple hops create patterns,clauses/create/Create5.feature,clauses.create,True
clauses-create-Create5-02,[2] Create a pattern with multiple hops in the reverse direction,Scenario,Create5 - Multiple hops create patterns,clauses/create/Create5.feature,clauses.create,True
clauses-create-Create5-03,[3] Create a pattern with multiple hops in varying directions,Scenario,Create5 - Multiple hops create patterns,clauses/create/Create5.feature,clauses.create,True
clauses-create-Create5-04,[4] Create a pattern with multiple hops with multiple types and varying directions,Scenario,Create5 - Multiple hops create patterns,clauses/create/Create5.feature,clauses.create,True
clauses-create-Create5-05,[5] Create a pattern with multiple hops and varying directions,Scenario,Create5 - Multiple hops create patterns,clauses/create/Create5.feature,clauses.create,True
clauses-create-Create6-01,[1] Limiting to zero results after creating nodes affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-02,[2] Skipping all results after creating nodes affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-03,[3] Skipping and limiting to a few results after creating nodes does not affect the result set nor the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-04,[4] Skipping zero result and limiting to all results after creating nodes does not affect the result set nor the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-05,[5] Filtering after creating nodes affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-06,[6] Aggregating in `RETURN` after creating nodes affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-07,[7] Aggregating in `WITH` after creating nodes affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-08,[8] Limiting to zero results after creating relationships affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-09,[9] Skipping all results after creating relationships affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-10,[10] Skipping and limiting to a few results after creating relationships does not affect the result set nor the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-11,[11] Skipping zero result and limiting to all results after creating relationships does not affect the result set nor the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-12,[12] Filtering after creating relationships affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-13,[13] Aggregating in `RETURN` after creating relationships affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-create-Create6-14,[14] Aggregating in `WITH` after creating relationships affects the result set but not the side effects,Scenario,Create6 - Persistence of create clause side effects,clauses/create/Create6.feature,clauses.create,True
clauses-delete-Delete1-01,[1] Delete nodes,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-02,[2] Detach delete node,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-03,[3] Detach deleting connected nodes and relationships,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-04,[4] Delete on null node,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-05,[5] Ignore null when deleting node,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-06,[6] Detach delete on null node,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-07,[7] Failing when deleting connected nodes,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete1-08,[8] Failing when deleting a label,Scenario,Delete1 - Deleting nodes,clauses/delete/Delete1.feature,clauses.delete,False
clauses-delete-Delete2-01,[1] Delete relationships,Scenario,Delete2 - Deleting relationships,clauses/delete/Delete2.feature,clauses.delete,False
clauses-delete-Delete2-02,[2] Delete optionally matched relationship,Scenario,Delete2 - Deleting relationships,clauses/delete/Delete2.feature,clauses.delete,False
clauses-delete-Delete2-03,[3] Delete relationship with bidirectional matching,Scenario,Delete2 - Deleting relationships,clauses/delete/Delete2.feature,clauses.delete,False
clauses-delete-Delete2-04,[4] Ignore null when deleting relationship,Scenario,Delete2 - Deleting relationships,clauses/delete/Delete2.feature,clauses.delete,False
clauses-delete-Delete2-05,[5] Failing when deleting a relationship type,Scenario,Delete2 - Deleting relationships,clauses/delete/Delete2.feature,clauses.delete,False
clauses-delete-Delete3-01,[1] Detach deleting paths,Scenario,Delete3 - Deleting named paths,clauses/delete/Delete3.feature,clauses.delete,True
clauses-delete-Delete3-02,[2] Delete on null path,Scenario,Delete3 - Deleting named paths,clauses/delete/Delete3.feature,clauses.delete,True
clauses-delete-Delete4-01,[1] Undirected expand followed by delete and count,Scenario,Delete4 - Delete clause interoperation with other clauses,clauses/delete/Delete4.feature,clauses.delete,True
clauses-delete-Delete4-02,[2] Undirected variable length expand followed by delete and count,Scenario,Delete4 - Delete clause interoperation with other clauses,clauses/delete/Delete4.feature,clauses.delete,True
clauses-delete-Delete4-03,[3] Create and delete in same query,Scenario,Delete4 - Delete clause interoperation with other clauses,clauses/delete/Delete4.feature,clauses.delete,True
clauses-delete-Delete5-01,[1] Delete node from a list,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-02,[2] Delete relationship from a list,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-03,[3] Delete nodes from a map,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-04,[4] Delete relationships from a map,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-05,[5] Detach delete nodes from nested map/list,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-06,[6] Delete relationships from nested map/list,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-07,[7] Delete paths from nested map/list,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-08,[8] Failing when using undefined variable in DELETE,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete5-09,[9] Failing when deleting an integer expression,Scenario,Delete5 - Delete clause interoperation with built-in data types,clauses/delete/Delete5.feature,clauses.delete,False
clauses-delete-Delete6-01,[1] Limiting to zero results after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-02,[2] Skipping all results after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-03,[3] Skipping and limiting to a few results after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-04,[4] Skipping zero results and limiting to all results after deleting nodes does not affect the result set nor the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-05,[5] Filtering after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-06,[6] Aggregating in `RETURN` after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-07,[7] Aggregating in `WITH` after deleting nodes affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-08,[8] Limiting to zero results after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-09,[9] Skipping all results after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-10,[10] Skipping and limiting to a few results after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-11,[11] Skipping zero result and limiting to all results after deleting relationships does not affect the result set nor the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-12,[12] Filtering after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-13,[13] Aggregating in `RETURN` after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-delete-Delete6-14,[14] Aggregating in `WITH` after deleting relationships affects the result set but not the side effects,Scenario,Delete6 - Persistence of delete clause side effects,clauses/delete/Delete6.feature,clauses.delete,True
clauses-match-Match1-01,[1] Match non-existent nodes returns empty,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-02,[2] Matching all nodes,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-03,[3] Matching nodes using multiple labels,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-04,[4] Simple node inline property predicate,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-05,[5] Use multiple MATCH clauses to do a Cartesian product,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-06,[6] Fail when using parameter as node predicate in MATCH,Scenario,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-07,[7] Fail when a relationship has the same variable in a preceding MATCH,Scenario Outline,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-08,[8] Fail when a path has the same variable in a preceding MATCH,Scenario Outline,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-09,[9] Fail when a relationship has the same variable in the same pattern,Scenario Outline,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-10,[10] Fail when a path has the same variable in the same pattern,Scenario Outline,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match1-11,[11] Fail when matching a node variable bound to a value,Scenario Outline,Match1 - Match nodes,clauses/match/Match1.feature,clauses.match,False
clauses-match-Match2-01,[1] Match non-existent relationships returns empty,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-02,[2] Matching a relationship pattern using a label predicate on both sides,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-03,[3] Matching a self-loop with an undirected relationship pattern,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-04,[4] Matching a self-loop with a directed relationship pattern,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-05,[5] Match relationship with inline property value,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-06,[6] Match relationships with multiple types,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-07,[7] Matching twice with conflicting relationship types on same relationship,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-08,[8] Fail when using parameter as relationship predicate in MATCH,Scenario,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-09,[9] Fail when a node has the same variable in a preceding MATCH,Scenario Outline,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-10,[10] Fail when a path has the same variable in a preceding MATCH,Scenario Outline,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-11,[11] Fail when a node has the same variable in the same pattern,Scenario Outline,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
clauses-match-Match2-12,[12] Fail when a path has the same variable in the same pattern,Scenario Outline,Match2 - Match relationships,clauses/match/Match2.feature,clauses.match,False
